,laptop_ID,Company,TypeName,Inches,Ram,Memory,OpSys,Weight,Price_euros,Memory Type,Screen Width,Screen Height,Screen Type,CPU Clock Speed,GPU Type,CPU Type
417,424,HP,Ultrabook,14.0,8,256.0,Windows 10,1.43,1500.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
418,425,Dell,Notebook,15.6,8,1024.0,Windows 10,2.14,539.95,HDD,1366,768,Plain,2.5,Intel,Intel
419,426,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.75,1215.38,SSD,1920,1080,IPS Panel,1.8,AMD,Intel
420,427,Lenovo,2 in 1 Convertible,15.6,16,512.0,Windows 10,2.0,1899.0,SSD,3840,2160,IPS Panel,2.8,Nvidia,Intel
421,428,Chuwi,Notebook,12.3,6,64.0,Windows 10,1.4,449.0,Flash,2736,1824,IPS Panel,1.1,Intel,Intel
422,429,HP,Notebook,15.6,8,256.0,Windows 10,2.31,1427.0,SSD,1920,1080,Full HD,2.9,Intel,Intel
423,430,Asus,Notebook,15.6,8,1024.0,Linux,2.3,597.0,HDD,1920,1080,Full HD,2.4,Nvidia,Intel
424,431,Dell,Gaming,17.3,16,256.0,Windows 10,4.42,2799.0,SSD,2560,1440,IPS Panel,2.9,Nvidia,Intel
425,432,Dell,Gaming,15.6,8,128.0,Windows 10,2.62,1159.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
426,433,Dell,Notebook,15.6,8,256.0,Windows 10,2.02,1142.4,SSD,1920,1080,Full HD,1.8,AMD,Intel
427,434,Dell,Ultrabook,14.0,8,256.0,Linux,1.6,1099.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
428,435,HP,Gaming,17.3,12,256.0,Windows 10,3.35,1999.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
429,436,Mediacom,2 in 1 Convertible,11.6,4,32.0,Windows 10,1.16,299.0,SSD,1920,1080,IPS Panel,1.1,Intel,Intel
430,437,Samsung,Netbook,11.6,4,16.0,Chrome OS,1.15,269.0,Flash,1366,768,Plain,1.6,Intel,Intel
431,438,Lenovo,Notebook,13.3,8,256.0,Windows 10,1.4,1010.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
432,439,Lenovo,Notebook,14.0,4,128.0,Windows 10,1.7,599.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
433,440,Lenovo,Workstation,15.6,16,512.0,Windows 10,2.3,2445.0,SSD,3840,2160,IPS Panel,2.8,Nvidia,Intel
434,441,Lenovo,Notebook,15.6,16,512.0,Windows 10,2.5,2449.0,SSD,1920,1080,Full HD,2.9,Nvidia,Intel
435,442,Asus,Gaming,17.3,8,256.0,Windows 10,3.2,1695.0,SSD,1920,1080,Full HD,3.2,AMD,AMD
436,443,HP,Notebook,15.6,4,500.0,Windows 10,2.1,347.0,HDD,1366,768,Plain,1.6,Intel,Intel
437,444,Google,Ultrabook,12.3,16,512.0,Chrome OS,1.1,2199.0,SSD,2400,1600,Touchscreen,1.3,Intel,Intel
438,445,Lenovo,Ultrabook,14.0,24,512.0,Windows 10,1.32,2382.0,SSD,2560,1440,Plain,2.7,Intel,Intel
439,446,Asus,Notebook,15.6,4,256.0,Linux,2.0,559.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
440,447,Lenovo,Notebook,17.3,8,1024.0,Windows 10,2.8,519.0,HDD,1600,900,Plain,2.5,AMD,AMD
441,448,Dell,Notebook,15.6,4,256.0,Windows 10,2.2,749.0,SSD,1920,1080,Full HD,1.6,AMD,Intel
442,449,Lenovo,Ultrabook,12.5,8,256.0,Windows 10,1.36,1429.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
443,450,Lenovo,Notebook,15.6,4,128.0,Windows 10,2.2,349.0,SSD,1920,1080,Full HD,1.1,Intel,Intel
444,451,HP,Gaming,15.6,8,128.0,Windows 10,2.2,1099.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
445,452,Dell,Notebook,14.0,8,256.0,Windows 10,1.64,1179.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
446,453,Acer,Notebook,15.6,4,500.0,Linux,2.4,441.8,HDD,1366,768,Plain,2.5,Intel,Intel
447,454,Dell,Workstation,15.6,8,64.0,Windows 10,2.23,1993.0,Flash,1920,1080,Full HD,3.0,Nvidia,Intel
448,455,MSI,Gaming,15.6,8,256.0,Windows 10,2.2,1027.74,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
449,456,Microsoft,Ultrabook,13.5,16,512.0,Windows 10 S,1.25,2589.0,SSD,2256,1504,Touchscreen,2.5,Intel,Intel
450,457,HP,Notebook,15.6,8,128.0,Windows 10,1.91,589.0,SSD,1366,768,Plain,2.5,Intel,Intel
451,458,Dell,Workstation,15.6,16,256.0,Windows 10,2.17,1975.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
452,459,HP,Workstation,15.6,8,512.0,Windows 10,2.31,1534.0,SSD,1920,1080,IPS Panel,2.9,Intel,Intel
453,460,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.65,1345.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
454,461,Dell,Notebook,15.6,8,128.0,Windows 10,2.36,979.0,SSD,1920,1080,Full HD,1.8,AMD,Intel
455,462,Dell,2 in 1 Convertible,11.6,4,500.0,Windows 10,1.47,479.0,HDD,1366,768,Touchscreen,1.6,Intel,Intel
456,463,Dell,Notebook,17.3,8,1024.0,Windows 10,4.42,2046.0,HDD,1920,1080,IPS Panel,2.7,Nvidia,Intel
457,464,Microsoft,Ultrabook,13.5,4,128.0,Windows 10 S,1.252,989.0,SSD,2256,1504,Touchscreen,2.2,Intel,Intel
458,465,Microsoft,Ultrabook,13.5,8,256.0,Windows 10 S,1.25,1799.0,SSD,2256,1504,Touchscreen,2.5,Intel,Intel
459,466,HP,Notebook,17.3,8,256.0,Windows 10,2.5,639.9,SSD,1600,900,Plain,2.0,Intel,Intel
460,467,Acer,Notebook,15.6,4,1024.0,Windows 10,2.23,544.0,HDD,1920,1080,Full HD,2.0,Nvidia,Intel
461,468,Acer,Netbook,11.6,4,128.0,Windows 10,1.4,435.0,SSD,1366,768,Plain,1.6,Intel,Intel
462,469,Asus,Notebook,15.6,8,1024.0,Windows 10,2.37,749.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
463,470,Lenovo,Notebook,14.0,8,512.0,No OS,1.5,799.0,SSD,1920,1080,IPS Panel,2.7,AMD,Intel
464,471,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.67,2090.0,SSD,1920,1080,Full HD,2.9,Nvidia,Intel
465,472,Asus,Notebook,15.6,4,500.0,Windows 10,2.0,304.0,HDD,1366,768,Plain,1.1,Intel,Intel
466,473,Acer,Notebook,15.6,4,500.0,Windows 10,2.2,469.0,HDD,1366,768,Plain,2.0,Nvidia,Intel
467,474,Dell,Notebook,15.6,8,2048.0,Windows 10,2.02,759.0,HDD,1920,1080,Full HD,1.6,AMD,Intel
468,475,HP,Gaming,17.3,12,1024.0,Windows 10,3.78,1699.0,HDD,1920,1080,IPS Panel,2.8,Nvidia,Intel
469,476,Lenovo,Ultrabook,14.0,12,256.0,Windows 10,1.4,1858.0,SSD,2560,1440,IPS Panel,2.6,Intel,Intel
470,477,HP,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.29,1999.0,SSD,3840,2160,IPS Panel,1.8,Intel,Intel
471,478,HP,Notebook,15.6,8,500.0,Windows 10,1.9,1154.0,HDD,1920,1080,Full HD,2.5,AMD,Intel
472,479,Google,Ultrabook,12.3,8,128.0,Chrome OS,1.1,1275.0,SSD,2400,1600,Touchscreen,1.2,Intel,Intel
473,480,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.42,1841.85,SSD,1920,1080,Full HD,1.6,Intel,Intel
474,481,Asus,Notebook,15.6,12,128.0,Windows 10,2.06,1299.0,SSD,3840,2160,IPS Panel,2.6,Intel,Intel
475,482,Dell,Notebook,14.0,8,128.0,Windows 10,1.79,740.0,SSD,1366,768,Plain,2.3,Intel,Intel
476,483,Dell,Workstation,15.6,8,256.0,Windows 10,1.78,2408.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
477,484,Lenovo,Notebook,14.0,8,180.0,Windows 10,1.7,1364.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
478,485,Dell,Notebook,15.6,8,1024.0,Windows 10,2.2,675.0,HDD,1920,1080,Full HD,1.6,AMD,Intel
479,486,Toshiba,Notebook,13.3,8,256.0,Windows 10,1.05,1672.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
480,487,Dell,Notebook,15.6,8,512.0,Windows 10,2.16,1262.0,SSD,1920,1080,IPS Panel,1.8,Nvidia,Intel
481,488,Dell,Notebook,15.6,4,1024.0,Windows 10,2.18,586.6,HDD,1366,768,Plain,2.4,Intel,Intel
482,489,HP,Notebook,13.3,4,128.0,Windows 10,1.49,726.0,SSD,1920,1080,IPS Panel,1.6,Intel,Intel
483,490,Chuwi,Notebook,15.6,4,64.0,Windows 10,1.89,248.9,Flash,1920,1080,Full HD,1.44,Intel,Intel
484,491,Lenovo,Notebook,15.6,4,128.0,Windows 10,2.3,565.0,SSD,1366,768,Plain,2.0,Intel,Intel
485,492,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.75,1049.0,SSD,1920,1080,IPS Panel,1.6,Intel,Intel
486,493,Dell,Workstation,15.6,16,512.0,Windows 10,2.17,2338.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
487,494,Dell,Notebook,15.6,16,512.0,Windows 10,2.06,1899.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
488,495,Lenovo,Ultrabook,12.5,16,512.0,Windows 10,1.36,1798.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
489,496,Asus,Ultrabook,12.5,16,512.0,Windows 10,0.91,1950.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
490,497,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.3,1011.99,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
491,498,Toshiba,Ultrabook,13.3,32,512.0,Windows 10,1.05,2799.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
492,499,Asus,Gaming,15.6,8,128.0,Windows 10,1.99,1350.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
493,500,Acer,Notebook,15.6,8,1024.0,Windows 10,2.2,579.0,HDD,1366,768,Plain,2.5,AMD,AMD
494,501,Asus,Gaming,17.3,24,256.0,Windows 10,4.33,1269.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
495,502,Lenovo,Ultrabook,12.5,8,180.0,Windows 10,1.3,1099.0,SSD,1366,768,IPS Panel,2.3,Intel,Intel
496,503,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.17,898.9,SSD,1920,1080,Full HD,1.8,Intel,Intel
497,504,HP,Notebook,14.0,8,1024.0,Windows 10,1.48,1749.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
498,505,Lenovo,Notebook,13.3,8,256.0,Windows 10,1.4,949.0,SSD,1920,1080,IPS Panel,2.4,Intel,Intel
499,506,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.3,911.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
500,507,Asus,Netbook,11.6,4,64.0,Windows 10 S,1.2,340.0,Flash,1366,768,Plain,1.1,Intel,Intel
501,508,HP,Notebook,15.6,8,256.0,Windows 10,1.91,618.99,SSD,1366,768,Plain,2.5,AMD,Intel
502,509,Lenovo,2 in 1 Convertible,13.9,8,256.0,Windows 10,1.4,1599.0,SSD,1920,1080,IPS Panel,1.6,Intel,Intel
503,510,Lenovo,Notebook,14.0,4,500.0,Windows 10,2.1,299.0,HDD,1366,768,Plain,1.1,Intel,Intel
504,511,Lenovo,Netbook,11.6,4,16.0,Chrome OS,1.25,265.0,SSD,1366,768,Plain,1.6,Intel,Intel
505,512,Lenovo,Notebook,13.3,8,256.0,Windows 10,1.44,949.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
506,513,Asus,Notebook,15.6,8,256.0,Windows 10,2.0,1224.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
507,514,Acer,Notebook,15.6,4,1024.0,Windows 10,2.2,613.0,HDD,1920,1080,IPS Panel,1.6,Nvidia,Intel
508,515,HP,Ultrabook,13.3,8,512.0,Windows 10,1.34,1323.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
509,516,Lenovo,Gaming,15.6,8,256.0,No OS,2.4,1149.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
510,517,Dell,Ultrabook,13.3,8,128.0,Windows 10,1.29,899.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
511,518,Acer,Notebook,15.6,4,500.0,Windows 10,2.2,639.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
512,519,Dell,Notebook,15.6,8,1024.0,Windows 10,2.18,836.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
513,520,Dell,Notebook,15.6,16,256.0,Windows 10,2.2,1219.24,SSD,1920,1080,Full HD,1.8,AMD,Intel
514,521,Xiaomi,Notebook,15.6,16,256.0,No OS,1.95,1399.95,SSD,1920,1080,IPS Panel,1.8,Nvidia,Intel
515,522,Asus,Netbook,11.6,2,32.0,Windows 10,1.1,245.0,Flash,1366,768,Plain,1.1,Intel,Intel
516,523,HP,Notebook,15.6,4,1024.0,Windows 10,2.04,521.47,HDD,1366,768,Touchscreen,1.6,Intel,Intel
517,524,Asus,Gaming,15.6,24,512.0,Windows 10,2.24,2968.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
518,525,HP,Notebook,15.6,8,256.0,Windows 10,2.04,889.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
519,526,Asus,Gaming,17.3,16,256.0,Windows 10,3.0,1504.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
520,527,Lenovo,Gaming,15.6,8,256.0,Windows 10,3.2,1399.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
521,528,HP,Ultrabook,13.3,8,256.0,Windows 10,1.32,1399.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
522,529,Dell,Notebook,14.0,8,256.0,Windows 10,1.64,1279.73,SSD,1920,1080,Full HD,2.6,Intel,Intel
523,530,HP,Notebook,15.6,4,128.0,Windows 10,1.63,689.0,SSD,1366,768,Plain,2.0,Intel,Intel
524,531,Dell,Notebook,17.3,8,128.0,Linux,2.8,889.0,SSD,1920,1080,IPS Panel,1.6,AMD,Intel
525,532,Lenovo,Notebook,14.0,8,256.0,Windows 7,2.02,1340.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
526,533,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.2,799.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
527,534,Lenovo,Notebook,15.6,8,2048.0,No OS,2.2,459.0,HDD,1366,768,Plain,2.0,Nvidia,Intel
528,535,Dell,Notebook,15.6,4,500.0,Windows 10,2.3,585.0,HDD,1920,1080,Full HD,2.5,AMD,Intel
529,536,Dell,Notebook,15.6,8,256.0,Windows 10,1.9,1377.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
530,537,Dell,Gaming,17.3,16,128.0,Windows 10,4.42,3012.77,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
531,538,Toshiba,Notebook,15.6,8,500.0,Windows 10,2.0,860.0,HDD,1920,1080,IPS Panel,2.5,Intel,Intel
532,539,Asus,Notebook,15.6,8,256.0,Windows 10,2.0,1299.0,SSD,3840,2160,IPS Panel,2.7,Nvidia,Intel
533,540,Mediacom,Notebook,13.3,4,32.0,Windows 10,1.2,369.0,SSD,1920,1080,IPS Panel,1.1,Intel,Intel
534,541,Asus,Gaming,15.6,8,128.0,Windows 10,2.3,1649.0,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
535,542,Dell,Notebook,15.6,8,256.0,Windows 10,1.93,1369.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
536,543,Dell,Notebook,15.6,8,256.0,Windows 10,2.2,797.41,SSD,1920,1080,Full HD,1.6,AMD,Intel
537,544,HP,Notebook,15.6,4,256.0,Windows 10,1.86,398.99,SSD,1920,1080,Full HD,1.6,Intel,Intel
538,545,HP,Gaming,17.3,12,1024.0,Windows 10,2.62,1799.0,HDD,1920,1080,Full HD,2.8,Nvidia,Intel
539,546,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.87,859.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
540,547,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.2,1399.0,SSD,3200,1800,Quad HD+,1.8,Intel,Intel
541,548,Dell,Notebook,14.0,4,128.0,Windows 10,1.6,735.87,SSD,1920,1080,Full HD,2.0,Intel,Intel
542,549,HP,Ultrabook,13.3,8,256.0,Windows 10,1.34,1145.0,SSD,3200,1800,IPS Panel,2.7,Intel,Intel
543,550,Acer,Gaming,15.6,8,1024.0,Linux,2.4,798.0,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
544,551,Asus,Notebook,15.6,4,500.0,Windows 10,2.0,349.0,HDD,1366,768,Plain,1.8,AMD,AMD
545,552,HP,Notebook,15.6,4,128.0,Windows 10,2.1,705.5,SSD,1920,1080,Full HD,2.4,Intel,Intel
546,553,Lenovo,Notebook,14.0,4,500.0,Windows 10,1.87,785.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
547,554,Lenovo,Notebook,15.6,4,1024.0,No OS,2.15,462.35,HDD,1920,1080,Full HD,2.3,Intel,Intel
548,555,HP,Notebook,15.6,4,500.0,Windows 10,1.86,397.0,HDD,1920,1080,Full HD,2.0,Intel,Intel
549,556,Lenovo,Notebook,15.6,8,512.0,Windows 10,1.99,1729.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
550,557,Lenovo,Notebook,15.6,4,128.0,Windows 10,2.2,499.0,SSD,1920,1080,Full HD,2.0,Intel,Intel
551,558,Dell,Notebook,15.6,8,256.0,Windows 10,1.9,1116.99,SSD,1920,1080,Full HD,2.5,Intel,Intel
552,559,Dell,Gaming,17.3,16,256.0,Windows 10,4.42,2699.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
553,560,HP,Notebook,17.3,8,1024.0,Windows 10,2.65,544.15,HDD,1600,900,Plain,2.0,Intel,Intel
554,561,HP,Notebook,17.3,8,1024.0,Windows 10,2.63,1280.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
555,562,Asus,Notebook,15.6,4,500.0,Linux,2.0,224.0,HDD,1366,768,Plain,1.1,Intel,Intel
556,563,Mediacom,Notebook,13.3,4,32.0,Windows 10,1.35,255.0,Flash,1920,1080,IPS Panel,1.44,Intel,Intel
557,564,Lenovo,Notebook,17.3,6,128.0,Windows 10,2.8,949.0,SSD,1600,900,Plain,2.7,Nvidia,Intel
558,565,HP,Notebook,15.6,6,128.0,Windows 10,1.91,568.9,SSD,1920,1080,IPS Panel,2.5,AMD,AMD
559,566,Dell,Notebook,15.6,4,1024.0,Windows 10,2.18,617.9,HDD,1366,768,Plain,2.0,AMD,Intel
560,567,Acer,2 in 1 Convertible,11.6,4,32.0,Windows 10,1.25,349.0,Flash,1920,1080,IPS Panel,2.0,Intel,Intel
561,568,Lenovo,Notebook,15.6,4,128.0,Windows 10,2.05,630.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
562,569,HP,Ultrabook,13.3,16,512.0,Windows 10,1.16,1965.0,SSD,3200,1800,IPS Panel,1.2,Intel,Intel
563,570,Lenovo,Notebook,17.3,8,256.0,Windows 10,3.4,2999.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
564,571,Asus,Notebook,15.6,8,128.0,Windows 10,2.5,839.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
565,572,Dell,Ultrabook,13.3,8,128.0,Windows 10,1.21,1599.0,SSD,3840,2160,IPS Panel,1.6,Intel,Intel
566,573,Dell,Notebook,15.6,4,500.0,Windows 10,1.93,959.0,HDD,1366,768,Plain,2.6,Intel,Intel
567,574,Fujitsu,Notebook,15.6,8,1024.0,Windows 10,2.2,739.0,HDD,1366,768,Plain,2.5,Intel,Intel
568,575,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.2,344.0,HDD,1920,1080,Full HD,1.1,Intel,Intel
569,576,Lenovo,Notebook,14.0,4,500.0,Windows 10,2.02,990.0,HDD,1366,768,Plain,2.5,Intel,Intel
570,577,HP,Workstation,17.3,8,500.0,Windows 10,3.14,1860.99,HDD,1600,900,Plain,2.8,Nvidia,Intel
571,578,HP,Notebook,14.0,8,2048.0,Windows 10,1.94,389.0,HDD,1366,768,Plain,1.6,Intel,Intel
572,579,HP,Notebook,15.6,6,256.0,Windows 10,1.95,649.0,SSD,1920,1080,IPS Panel,3.0,AMD,AMD
573,580,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.3,830.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
574,581,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.05,685.0,HDD,1920,1080,Full HD,1.6,Intel,Intel
575,582,Mediacom,Notebook,14.0,4,32.0,Windows 10,1.4,249.0,SSD,1920,1080,Full HD,1.44,Intel,Intel
576,583,Toshiba,Ultrabook,14.0,16,512.0,Windows 10,1.24,1865.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
577,584,Lenovo,Gaming,17.3,32,256.0,Windows 10,4.6,2663.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
578,585,MSI,Gaming,17.3,16,512.0,Windows 10,4.14,2729.0,SSD,1920,1080,Full HD,2.9,Nvidia,Intel
579,586,Dell,Notebook,15.6,8,256.0,Linux,2.2,749.01,SSD,1920,1080,Full HD,2.7,AMD,Intel
580,587,Mediacom,Notebook,14.0,4,32.0,Windows 10,1.45,389.0,SSD,1920,1080,IPS Panel,1.1,Intel,Intel
581,588,Dell,Notebook,15.6,8,500.0,Windows 10,1.9,1008.52,HDD,1366,768,Plain,2.6,Intel,Intel
582,589,HP,Notebook,13.3,4,128.0,Windows 10,1.49,719.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
583,590,Dell,Notebook,15.6,16,256.0,Windows 10,1.93,1537.39,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
584,591,Dell,Netbook,11.6,4,16.0,Chrome OS,1.26,295.0,Flash,1366,768,Plain,1.6,Intel,Intel
585,592,MSI,Gaming,17.3,16,128.0,Windows 10,4.5,2349.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
586,593,HP,Gaming,17.3,16,256.0,Windows 10,3.78,1498.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
587,594,Lenovo,Ultrabook,14.0,12,256.0,Windows 10,1.4,1673.0,SSD,1920,1080,IPS Panel,2.6,Intel,Intel
588,595,Lenovo,Notebook,15.6,12,1024.0,Windows 10,2.2,609.0,HDD,1366,768,Touchscreen,1.8,Intel,Intel
589,596,Asus,Gaming,17.3,8,128.0,Windows 10,2.73,1770.0,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
590,597,Asus,2 in 1 Convertible,15.6,8,1024.0,Windows 10,2.2,739.0,HDD,1366,768,Touchscreen,2.5,Intel,Intel
591,598,Lenovo,Notebook,15.6,12,512.0,Windows 10,2.2,949.0,SSD,1920,1080,Full HD,3.6,AMD,AMD
592,599,Dell,2 in 1 Convertible,11.6,4,128.0,Windows 10,1.39,603.0,SSD,1366,768,Touchscreen,1.0,Intel,Intel
593,600,Samsung,Notebook,15.6,16,128.0,Windows 10,2.5,1699.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
594,601,Lenovo,Notebook,17.3,4,500.0,No OS,2.8,529.0,HDD,1920,1080,Full HD,2.0,Intel,Intel
595,602,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.29,459.0,HDD,1366,768,Plain,2.3,Intel,Intel
596,603,Lenovo,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.37,2025.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
597,604,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.7,1474.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
598,605,Dell,2 in 1 Convertible,12.5,8,256.0,Windows 10,1.34,1670.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
599,606,Dell,Workstation,15.6,8,256.0,Windows 10,2.06,1763.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
600,607,HP,Notebook,15.6,8,256.0,Windows 10,1.84,1219.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
601,608,HP,Notebook,15.6,4,500.0,Windows 10,2.1,668.48,HDD,1366,768,Plain,2.4,Intel,Intel
602,609,Acer,Notebook,14.0,4,32.0,Windows 10,1.6,329.0,Flash,1920,1080,Full HD,1.1,Intel,Intel
603,610,MSI,Gaming,17.3,16,128.0,Windows 10,4.14,2199.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
604,611,Dell,Notebook,15.6,4,1024.0,Linux,2.18,465.0,HDD,1366,768,Plain,2.0,AMD,Intel
605,612,MSI,Gaming,15.6,16,256.0,Windows 10,1.8,2299.0,SSD,3840,2160,4K Ultra,2.8,Nvidia,Intel
606,613,Toshiba,Notebook,15.6,8,256.0,Windows 10,2.2,1399.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
607,614,Lenovo,Notebook,15.6,6,1024.0,Windows 10,2.4,564.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
608,615,Lenovo,2 in 1 Convertible,15.6,8,256.0,Windows 10,2.0,1299.0,SSD,1920,1080,IPS Panel,2.8,Intel,Intel
609,616,Acer,Notebook,14.0,4,128.0,Windows 10,1.6,349.0,Flash,1366,768,Plain,1.6,Intel,Intel
610,617,Lenovo,Notebook,15.6,32,1024.0,Windows 10,2.5,4899.0,SSD,3840,2160,IPS Panel,3.1,Nvidia,Intel
611,618,Dell,Gaming,15.6,16,1024.0,Windows 10,2.59,879.01,HDD,1920,1080,Full HD,2.6,Nvidia,Intel
612,619,Dell,Notebook,15.6,4,1024.0,Linux,2.18,443.9,HDD,1366,768,Plain,2.0,Intel,Intel
613,620,Dell,Notebook,15.6,4,1024.0,Linux,2.25,359.0,HDD,1366,768,Plain,2.0,Intel,Intel
614,621,Dell,Notebook,15.6,4,500.0,Linux,1.93,869.0,HDD,1366,768,Plain,2.6,Intel,Intel
615,622,Asus,Gaming,17.3,8,128.0,Windows 10,3.0,1168.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
616,623,Dell,Notebook,15.6,4,128.0,Linux,2.18,569.0,SSD,1920,1080,Full HD,2.5,AMD,Intel
617,624,HP,Ultrabook,15.6,8,512.0,Windows 10,1.84,1389.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
618,625,MSI,Gaming,15.6,16,256.0,Windows 10,2.94,2267.86,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
619,626,Acer,2 in 1 Convertible,11.6,4,32.0,Chrome OS,1.25,379.0,Flash,1366,768,IPS Panel,1.6,Intel,Intel
620,627,HP,Notebook,14.0,8,256.0,Windows 10,2.31,1124.0,SSD,1366,768,Plain,2.6,Intel,Intel
621,628,Lenovo,Notebook,14.0,8,256.0,Windows 7,1.65,1465.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
622,629,Dell,Notebook,15.6,4,1024.0,Windows 10,2.2,776.0,HDD,1920,1080,Full HD,1.6,AMD,Intel
623,630,Fujitsu,Notebook,15.6,8,256.0,Windows 10,2.2,799.0,SSD,1366,768,Plain,2.5,Intel,Intel
624,631,HP,Notebook,15.6,4,500.0,Windows 7,1.88,932.0,HDD,1366,768,Plain,2.3,Intel,Intel
